"Date","Borough","Low_income","Total"
2020-04-14,"Brooklyn",0,8
2020-04-14,"Bronx",0,3
2020-04-14,"Bronx",0,13
2020-04-13,"Brooklyn",0,9
2020-04-13,"Queens",0,103
2020-04-10,"Brooklyn",0,3
2020-04-10,"Brooklyn",0,18
2020-04-10,"Brooklyn",0,3
2020-04-10,"Brooklyn",0,43
2020-04-09,"Queens",0,110
2020-04-08,"Brooklyn",0,6
2020-04-03,"Bronx",0,21
2020-04-03,"Brooklyn",0,20
2020-04-02,"Bronx",0,30
2020-04-02,"Brooklyn",0,8
2020-04-01,"Staten Island",101,122
2020-04-01,"Brooklyn",13,16
2020-04-01,"Brooklyn",13,16
2020-04-01,"Brooklyn",34,67
2020-04-01,"Brooklyn",96,145
2020-04-01,"Brooklyn",24,34
2020-04-01,"Brooklyn",24,34
2020-04-01,"Brooklyn",20,31
2020-04-01,"Brooklyn",20,41
2020-03-31,"Manhattan",4,4
2020-03-31,"Manhattan",10,10
2020-03-31,"Manhattan",16,16
2020-03-31,"Manhattan",17,17
2020-03-31,"Manhattan",18,18
2020-03-31,"Manhattan",13,13
2020-03-31,"Manhattan",15,15
2020-03-31,"Manhattan",13,13
2020-03-31,"Manhattan",19,19
2020-03-31,"Manhattan",17,17
2020-03-31,"Manhattan",15,15
2020-03-31,"Manhattan",22,22
2020-03-31,"Manhattan",18,18
2020-03-31,"Manhattan",14,14
2020-03-31,"Manhattan",17,17
2020-03-31,"Manhattan",22,22
2020-03-31,"Manhattan",13,13
2020-03-31,"Manhattan",20,20
2020-03-31,"Manhattan",19,19
2020-03-31,"Manhattan",15,15
2020-03-31,"Manhattan",10,10
2020-03-31,"Brooklyn",159,160
2020-03-30,"Bronx",52,52
2020-03-30,"Bronx",150,150
2020-03-30,"Bronx",384,384
2020-03-30,"Bronx",384,384
2020-03-30,"Bronx",384,384
2020-03-30,"Bronx",207,207
2020-03-30,"Bronx",175,175
2020-03-30,"Bronx",207,207
2020-03-30,"Bronx",207,207
2020-03-30,"Bronx",175,175
2020-03-30,"Bronx",384,384
2020-03-30,"Bronx",384,384
2020-03-30,"Bronx",384,384
2020-03-30,"Bronx",175,175
2020-03-30,"Bronx",384,384
2020-03-30,"Bronx",384,384
2020-03-30,"Bronx",384,384
2020-03-30,"Bronx",207,207
2020-03-30,"Bronx",207,207
2020-03-30,"Bronx",175,175
2020-03-30,"Bronx",175,175
2020-03-30,"Bronx",384,384
2020-03-30,"Bronx",384,384
2020-03-30,"Bronx",384,384
2020-03-30,"Bronx",175,175
2020-03-30,"Bronx",207,207
2020-03-30,"Bronx",207,207
2020-03-30,"Bronx",18,18
2020-03-30,"Bronx",36,36
2020-03-30,"Bronx",26,26
2020-03-30,"Bronx",38,38
2020-03-30,"Bronx",175,175
2020-03-30,"Bronx",175,175
2020-03-30,"Bronx",384,384
2020-03-30,"Bronx",52,52
2020-03-30,"Bronx",175,175
2020-03-30,"Bronx",150,150
2020-03-30,"Bronx",175,175
2020-03-30,"Bronx",150,150
2020-03-30,"Bronx",175,175
2020-03-30,"Bronx",175,175
2020-03-30,"Bronx",175,175
2020-03-30,"Bronx",384,384
2020-03-30,"Bronx",384,384
2020-03-30,"Bronx",207,207
2020-03-30,"Bronx",150,150
2020-03-30,"Bronx",207,207
2020-03-30,"Bronx",175,175
2020-03-30,"Bronx",207,207
2020-03-30,"Bronx",207,207
2020-03-30,"Bronx",32,32
2020-03-30,"Bronx",32,32
2020-03-30,"Bronx",207,207
2020-03-30,"Bronx",36,36
2020-03-30,"Bronx",38,38
2020-03-30,"Bronx",26,26
2020-03-30,"Bronx",18,18
2020-03-30,"Bronx",34,34
2020-03-30,"Bronx",34,34
2020-03-30,"Bronx",150,150
2020-03-30,"Bronx",175,175
2020-03-30,"Bronx",150,150
2020-03-30,"Bronx",175,175
2020-03-30,"Bronx",207,207
2020-03-30,"Bronx",207,207
2020-03-30,"Bronx",207,207
2020-03-30,"Bronx",207,207
2020-03-30,"Bronx",207,207
2020-03-30,"Bronx",207,207
2020-03-30,"Bronx",150,150
2020-03-30,"Bronx",175,175
2020-03-30,"Bronx",207,207
2020-03-30,"Bronx",150,150
2020-03-30,"Bronx",175,175
2020-03-30,"Bronx",150,150
2020-03-30,"Bronx",175,175
2020-03-30,"Bronx",150,150
2020-03-30,"Bronx",175,175
2020-03-30,"Bronx",207,207
2020-03-27,"Queens",0,16
2020-03-26,"Brooklyn",0,8
2020-03-24,"Brooklyn",0,6
2020-03-24,"Brooklyn",0,7
2020-03-20,"Brooklyn",0,35
2020-03-17,"Brooklyn",0,6
2020-03-16,"Brooklyn",0,7
2020-03-13,"Brooklyn",0,10
2020-03-13,"Manhattan",0,10
2020-03-12,"Brooklyn",0,27
2020-03-09,"Manhattan",0,12
2020-03-09,"Queens",1,1
2020-03-09,"Bronx",1,1
2020-03-06,"Brooklyn",0,6
2020-03-05,"Brooklyn",0,18
2020-02-28,"Queens",1,1
2020-02-28,"Staten Island",1,1
2020-02-28,"Brooklyn",7,35
2020-02-27,"Bronx",0,10
2020-02-24,"Brooklyn",0,13
2020-02-21,"Manhattan",1,1
2020-02-21,"Queens",1,1
2020-02-21,"Bronx",0,8
2020-02-21,"Bronx",0,9
2020-02-14,"Brooklyn",0,13
2020-02-14,"Brooklyn",0,10
2020-02-12,"Queens",1,1
2020-02-12,"Bronx",1,1
2020-02-12,"Brooklyn",0,8
2020-02-11,"Brooklyn",5,6
2020-02-11,"Brooklyn",0,13
2020-02-11,"Staten Island",0,2
2020-02-11,"Staten Island",0,2
2020-02-11,"Staten Island",0,14
2020-02-10,"Bronx",0,23
2020-02-10,"Manhattan",4,20
2020-02-07,"Brooklyn",0,22
2020-02-07,"Bronx",0,16
2020-02-07,"Bronx",0,6
2020-02-06,"Brooklyn",0,35
2020-02-04,"Brooklyn",0,8
2020-02-04,"Brooklyn",0,18
2020-02-03,"Brooklyn",0,8
2020-01-28,"Brooklyn",0,177
2020-01-27,"Brooklyn",0,8
2020-01-27,"Brooklyn",0,27
2020-01-24,"Brooklyn",0,8
2020-01-24,"Brooklyn",0,250
2020-01-23,"Brooklyn",0,39
2020-01-23,"Bronx",0,10
2020-01-22,"Brooklyn",4,4
2020-01-22,"Bronx",0,13
2020-01-22,"Brooklyn",0,64
2020-01-21,"Brooklyn",0,24
2020-01-21,"Brooklyn",0,302
2020-01-17,"Bronx",1,1
2020-01-17,"Queens",0,38
2020-01-17,"Brooklyn",0,8
2020-01-16,"Brooklyn",2,9
2020-01-14,"Queens",1,1
2020-01-08,"Brooklyn",0,18
2020-01-08,"Queens",0,10
2020-01-07,"Brooklyn",0,6
2020-01-07,"Bronx",0,33
2020-01-07,"Manhattan",0,134
2020-01-06,"Brooklyn",0,10
2020-01-06,"Brooklyn",0,18
2020-01-03,"Brooklyn",0,8
2020-01-03,"Brooklyn",0,9
2019-12-31,"Bronx",44,44
2019-12-30,"Queens",230,231
2019-12-30,"Queens",85,85
2019-12-30,"Manhattan",59,60
2019-12-30,"Manhattan",47,52
2019-12-30,"Manhattan",51,59
2019-12-30,"Manhattan",22,30
2019-12-27,"Brooklyn",32,32
2019-12-27,"Brooklyn",294,294
2019-12-27,"Brooklyn",318,319
2019-12-27,"Brooklyn",294,294
2019-12-27,"Brooklyn",294,294
2019-12-27,"Brooklyn",293,294
2019-12-27,"Brooklyn",0,9
2019-12-24,"Queens",216,543
2019-12-24,"Brooklyn",0,10
2019-12-24,"Brooklyn",0,3
2019-12-24,"Brooklyn",0,16
2019-12-24,"Brooklyn",0,3
2019-12-23,"Queens",0,202
2019-12-23,"Brooklyn",0,8
2019-12-23,"Brooklyn",0,10
2019-12-23,"Brooklyn",0,10
2019-12-20,"Bronx",207,277
2019-12-20,"Brooklyn",274,275
2019-12-20,"Queens",172,173
2019-12-20,"Queens",80,80
2019-12-20,"Bronx",31,32
2019-12-20,"Queens",132,443
2019-12-20,"Queens",206,689
2019-12-20,"Queens",223,224
2019-12-20,"Bronx",150,151
2019-12-20,"Bronx",1,1
2019-12-20,"Brooklyn",0,10
2019-12-20,"Brooklyn",0,10
2019-12-19,"Bronx",94,95
2019-12-19,"Manhattan",17,17
2019-12-19,"Brooklyn",0,302
2019-12-19,"Brooklyn",76,108
2019-12-19,"Queens",0,10
2019-12-18,"Manhattan",10,10
2019-12-18,"Manhattan",0,11
2019-12-18,"Brooklyn",78,78
2019-12-18,"Brooklyn",95,96
2019-12-18,"Bronx",244,245
2019-12-18,"Bronx",147,148
2019-12-18,"Brooklyn",173,174
2019-12-17,"Brooklyn",1,1
2019-12-17,"Bronx",0,8
2019-12-12,"Bronx",52,53
2019-12-12,"Bronx",132,133
2019-12-11,"Brooklyn",81,81
2019-12-11,"Queens",0,39
2019-12-10,"Brooklyn",0,35
2019-12-09,"Brooklyn",33,35
2019-12-09,"Brooklyn",15,15
2019-12-09,"Brooklyn",12,13
2019-12-09,"Brooklyn",12,13
2019-12-09,"Staten Island",1,1
2019-12-09,"Queens",1,1
2019-12-09,"Brooklyn",0,18
2019-12-09,"Brooklyn",0,28
2019-12-06,"Bronx",1,1
2019-12-06,"Manhattan",1,1
2019-12-06,"Brooklyn",0,6
2019-12-05,"Brooklyn",0,6
2019-12-05,"Brooklyn",0,7
2019-12-05,"Brooklyn",0,5
2019-12-05,"Manhattan",15,78
2019-12-05,"Brooklyn",0,9
2019-12-04,"Brooklyn",0,10
2019-12-03,"Manhattan",0,9
2019-12-03,"Manhattan",0,4
2019-12-03,"Manhattan",0,3
2019-12-03,"Manhattan",0,7
2019-12-03,"Manhattan",0,3
2019-12-03,"Manhattan",0,29
2019-12-03,"Brooklyn",0,26
2019-12-02,"Manhattan",46,47
2019-12-02,"Brooklyn",0,14
2019-11-29,"Brooklyn",0,23
2019-11-27,"Manhattan",26,37
2019-11-27,"Manhattan",1,1
2019-11-27,"Queens",1,1
2019-11-27,"Queens",0,10
2019-11-27,"Brooklyn",0,467
2019-11-27,"Bronx",95,96
2019-11-26,"Brooklyn",75,76
2019-11-26,"Brooklyn",8,8
2019-11-26,"Brooklyn",86,87
2019-11-26,"Brooklyn",0,2
2019-11-26,"Manhattan",0,104
2019-11-26,"Brooklyn",0,31
2019-11-25,"Bronx",4,4
2019-11-25,"Brooklyn",0,10
2019-11-25,"Brooklyn",0,24
2019-11-22,"Bronx",6,56
2019-11-22,"Manhattan",24,113
2019-11-21,"Staten Island",1,1
2019-11-20,"Brooklyn",0,28
2019-11-19,"Brooklyn",6,32
2019-11-18,"Brooklyn",0,6
2019-11-15,"Brooklyn",0,8
2019-11-15,"Queens",0,31
2019-11-14,"Bronx",55,56
2019-11-14,"Bronx",58,59
2019-11-14,"Manhattan",193,194
2019-11-14,"Brooklyn",1,1
2019-11-14,"Queens",0,7
2019-11-14,"Brooklyn",0,10
2019-11-13,"Brooklyn",2,5
2019-11-12,"Brooklyn",0,13
2019-11-12,"Brooklyn",0,6
2019-11-08,"Brooklyn",0,1
2019-11-08,"Brooklyn",0,17
2019-11-08,"Brooklyn",0,25
2019-11-07,"Bronx",0,12
2019-11-06,"Bronx",106,107
2019-11-06,"Brooklyn",0,8
2019-11-05,"Bronx",1,1
2019-11-04,"Staten Island",47,48
2019-10-31,"Queens",1,1
2019-10-31,"Queens",1,1
2019-10-31,"Queens",0,15
2019-10-30,"Manhattan",93,132
2019-10-30,"Manhattan",121,150
2019-10-30,"Manhattan",89,139
2019-10-30,"Manhattan",86,134
2019-10-30,"Manhattan",85,108
2019-10-30,"Manhattan",86,134
2019-10-30,"Manhattan",91,140
2019-10-30,"Manhattan",121,150
2019-10-30,"Manhattan",98,123
2019-10-30,"Manhattan",94,106
2019-10-30,"Manhattan",119,137
2019-10-30,"Manhattan",76,137
2019-10-29,"Manhattan",18,18
2019-10-25,"Manhattan",3,360
2019-10-25,"Manhattan",0,360
2019-10-25,"Manhattan",0,20
2019-10-25,"Manhattan",1,365
2019-10-25,"Manhattan",2,366
2019-10-25,"Brooklyn",1,1
2019-10-25,"Queens",0,6
2019-10-25,"Brooklyn",0,28
2019-10-24,"Queens",1,1
2019-10-24,"Bronx",0,3
2019-10-24,"Bronx",0,17
2019-10-24,"Brooklyn",0,8
2019-10-23,"Manhattan",3,306
2019-10-23,"Manhattan",1,147
2019-10-23,"Manhattan",1,308
2019-10-23,"Manhattan",0,272
2019-10-23,"Manhattan",0,272
2019-10-23,"Manhattan",1,56
2019-10-23,"Manhattan",0,64
2019-10-23,"Manhattan",0,341
2019-10-21,"Queens",0,42
2019-10-17,"Manhattan",16,16
2019-10-17,"Manhattan",13,13
2019-10-17,"Manhattan",12,13
2019-10-17,"Manhattan",16,16
2019-10-16,"Manhattan",1,1
2019-10-16,"Bronx",0,16
2019-10-16,"Brooklyn",0,18
2019-10-16,"Brooklyn",0,3
2019-10-16,"Brooklyn",0,3
2019-10-15,"Manhattan",29,45
2019-10-15,"Brooklyn",0,55
2019-10-15,"Brooklyn",0,7
2019-10-11,"Manhattan",106,106
2019-10-11,"Manhattan",105,108
2019-10-11,"Brooklyn",11,41
2019-10-07,"Bronx",0,27
2019-10-07,"Brooklyn",0,1
2019-10-07,"Brooklyn",0,11
2019-10-04,"Brooklyn",2,2
2019-10-03,"Bronx",34,164
2019-10-03,"Brooklyn",0,8
2019-10-02,"Queens",2,14
2019-09-30,"Brooklyn",0,7
2019-09-30,"Bronx",12,120
2019-09-30,"Queens",1,1
2019-09-30,"Queens",1,1
2019-09-30,"Bronx",1,1
2019-09-26,"Brooklyn",1,1
2019-09-26,"Queens",94,374
2019-09-25,"Queens",1,1
2019-09-23,"Manhattan",39,41
2019-09-23,"Bronx",1,1
2019-09-19,"Brooklyn",0,8
2019-09-19,"Brooklyn",0,8
2019-09-17,"Brooklyn",2,2
2019-09-11,"Queens",1,1
2019-09-09,"Brooklyn",0,9
2019-09-09,"Bronx",0,6
2019-09-06,"Bronx",12,12
2019-09-06,"Bronx",15,16
2019-09-06,"Bronx",8,9
2019-09-06,"Bronx",7,7
2019-09-06,"Bronx",28,30
2019-09-06,"Bronx",16,16
2019-09-06,"Manhattan",0,20
2019-09-06,"Bronx",0,10
2019-09-06,"Queens",1,1
2019-09-03,"Brooklyn",0,20
2019-08-30,"Manhattan",53,54
2019-08-30,"Bronx",42,43
2019-08-30,"Brooklyn",1,1
2019-08-30,"Manhattan",0,8
2019-08-30,"Brooklyn",5,24
2019-08-29,"Brooklyn",0,8
2019-08-29,"Brooklyn",0,8
2019-08-28,"Brooklyn",0,4
2019-08-28,"Brooklyn",0,8
2019-08-28,"Manhattan",3,29
2019-08-27,"Queens",0,10
2019-08-23,"Brooklyn",3,3
2019-08-23,"Brooklyn",0,10
2019-08-23,"Brooklyn",0,10
2019-08-19,"Bronx",51,52
2019-08-19,"Staten Island",1,1
2019-08-19,"Brooklyn",1,9
2019-08-19,"Brooklyn",1,1
2019-08-19,"Bronx",0,8
2019-08-16,"Brooklyn",0,10
2019-08-16,"Brooklyn",0,53
2019-08-15,"Bronx",79,80
2019-08-15,"Brooklyn",0,7
2019-08-14,"Queens",0,17
2019-08-13,"Brooklyn",0,8
2019-08-13,"Brooklyn",0,10
2019-08-12,"Bronx",2,2
2019-08-09,"Bronx",1,1
2019-08-09,"Brooklyn",0,18
2019-08-07,"Brooklyn",3,15
2019-08-02,"Queens",1,1
2019-08-02,"Brooklyn",0,1
2019-08-02,"Brooklyn",0,15
2019-08-01,"Queens",0,27
2019-07-31,"Brooklyn",2,2
2019-07-31,"Brooklyn",1,1
2019-07-31,"Manhattan",0,12
2019-07-31,"Queens",0,27
2019-07-30,"Bronx",79,80
2019-07-29,"Brooklyn",0,7
2019-07-26,"Brooklyn",0,8
2019-07-26,"Brooklyn",0,8
2019-07-25,"Bronx",107,108
2019-07-25,"Queens",0,10
2019-07-24,"Queens",1,1
2019-07-23,"Queens",0,6
2019-07-22,"Manhattan",20,24
2019-07-22,"Manhattan",41,42
2019-07-22,"Manhattan",8,9
2019-07-22,"Manhattan",4,4
2019-07-22,"Manhattan",22,24
2019-07-22,"Manhattan",26,29
2019-07-22,"Manhattan",19,21
2019-07-22,"Manhattan",28,31
2019-07-22,"Manhattan",42,45
2019-07-19,"Staten Island",1,1
2019-07-19,"Queens",1,1
2019-07-19,"Brooklyn",0,7
2019-07-19,"Brooklyn",0,8
2019-07-17,"Manhattan",0,8
2019-07-17,"Brooklyn",0,10
2019-07-16,"Brooklyn",0,6
2019-07-16,"Brooklyn",0,6
2019-07-15,"Brooklyn",0,21
2019-07-12,"Brooklyn",0,8
2019-07-12,"Brooklyn",0,25
2019-07-11,"Manhattan",0,58
2019-07-10,"Bronx",1,1
2019-07-08,"Bronx",0,12
2019-07-03,"Queens",0,13
2019-07-03,"Brooklyn",0,7
2019-07-02,"Manhattan",0,20
2019-07-02,"Brooklyn",0,31
2019-07-02,"Brooklyn",0,25
2019-06-28,"Manhattan",426,426
2019-06-28,"Manhattan",376,376
2019-06-28,"Manhattan",395,396
2019-06-28,"Manhattan",395,396
2019-06-28,"Queens",199,200
2019-06-28,"Bronx",15,15
2019-06-28,"Bronx",15,16
2019-06-28,"Manhattan",15,15
2019-06-28,"Manhattan",13,13
2019-06-28,"Manhattan",16,16
2019-06-28,"Manhattan",10,10
2019-06-28,"Manhattan",9,9
2019-06-28,"Manhattan",16,16
2019-06-28,"Manhattan",19,20
2019-06-28,"Manhattan",10,10
2019-06-28,"Manhattan",10,10
2019-06-28,"Manhattan",10,10
2019-06-28,"Manhattan",10,10
2019-06-28,"Manhattan",10,10
2019-06-28,"Manhattan",10,10
2019-06-28,"Manhattan",10,10
2019-06-28,"Manhattan",9,10
2019-06-28,"Manhattan",18,18
2019-06-28,"Manhattan",11,18
2019-06-28,"Queens",69,70
2019-06-28,"Queens",63,63
2019-06-28,"Bronx",44,45
2019-06-28,"Bronx",48,49
2019-06-28,"Bronx",20,21
2019-06-28,"Bronx",21,21
2019-06-28,"Queens",9,24
2019-06-28,"Queens",15,24
2019-06-28,"Queens",5,24
2019-06-28,"Brooklyn",28,29
2019-06-28,"Brooklyn",24,24
2019-06-28,"Brooklyn",18,18
2019-06-28,"Manhattan",3,43
2019-06-28,"Manhattan",247,278
2019-06-28,"Manhattan",167,168
2019-06-28,"Brooklyn",0,35
2019-06-28,"Brooklyn",0,21
2019-06-28,"Queens",0,3
2019-06-28,"Brooklyn",0,2
2019-06-28,"Queens",2,2
2019-06-28,"Bronx",2,2
2019-06-28,"Queens",2,2
2019-06-28,"Queens",0,1
2019-06-28,"Brooklyn",3,3
2019-06-27,"Bronx",182,183
2019-06-27,"Manhattan",223,276
2019-06-27,"Manhattan",65,85
2019-06-27,"Bronx",249,250
2019-06-27,"Manhattan",207,208
2019-06-27,"Manhattan",90,92
2019-06-27,"Manhattan",202,208
2019-06-27,"Manhattan",147,148
2019-06-27,"Brooklyn",118,118
2019-06-27,"Brooklyn",5,5
2019-06-27,"Brooklyn",15,16
2019-06-27,"Brooklyn",16,16
2019-06-27,"Brooklyn",9,9
2019-06-27,"Brooklyn",6,6
2019-06-27,"Brooklyn",4,4
2019-06-27,"Brooklyn",6,6
2019-06-27,"Brooklyn",4,4
2019-06-27,"Brooklyn",4,4
2019-06-27,"Brooklyn",6,6
2019-06-27,"Brooklyn",6,7
2019-06-27,"Brooklyn",4,4
2019-06-27,"Brooklyn",4,4
2019-06-27,"Brooklyn",4,4
2019-06-27,"Brooklyn",35,36
2019-06-27,"Brooklyn",8,8
2019-06-27,"Brooklyn",14,15
2019-06-27,"Brooklyn",9,9
2019-06-27,"Brooklyn",3,3
2019-06-27,"Brooklyn",6,6
2019-06-27,"Brooklyn",4,4
2019-06-27,"Brooklyn",3,3
2019-06-27,"Brooklyn",4,4
2019-06-27,"Brooklyn",3,3
2019-06-27,"Brooklyn",4,4
2019-06-27,"Brooklyn",11,11
2019-06-27,"Brooklyn",7,8
2019-06-27,"Brooklyn",3,3
2019-06-27,"Brooklyn",4,4
2019-06-27,"Brooklyn",14,15
2019-06-27,"Brooklyn",4,4
2019-06-27,"Brooklyn",6,6
2019-06-27,"Brooklyn",6,6
2019-06-27,"Brooklyn",5,6
2019-06-27,"Brooklyn",3,3
2019-06-27,"Brooklyn",4,4
2019-06-27,"Brooklyn",4,4
2019-06-27,"Brooklyn",3,4
2019-06-27,"Brooklyn",9,9
2019-06-27,"Brooklyn",6,6
2019-06-27,"Brooklyn",8,8
2019-06-27,"Brooklyn",4,4
2019-06-27,"Brooklyn",19,20
2019-06-27,"Brooklyn",4,4
2019-06-27,"Brooklyn",3,3
2019-06-27,"Brooklyn",8,8
2019-06-27,"Brooklyn",8,8
2019-06-27,"Brooklyn",3,3
2019-06-27,"Brooklyn",4,4
2019-06-27,"Brooklyn",12,12
2019-06-27,"Brooklyn",6,6
2019-06-27,"Brooklyn",12,12
2019-06-27,"Brooklyn",11,12
2019-06-27,"Brooklyn",8,8
2019-06-27,"Brooklyn",7,7
2019-06-27,"Brooklyn",8,8
2019-06-27,"Brooklyn",3,3
2019-06-27,"Brooklyn",6,6
2019-06-27,"Brooklyn",6,6
2019-06-27,"Brooklyn",3,3
2019-06-27,"Brooklyn",3,3
2019-06-27,"Brooklyn",3,3
2019-06-27,"Brooklyn",3,4
2019-06-27,"Brooklyn",7,8
2019-06-27,"Brooklyn",3,3
2019-06-27,"Brooklyn",6,6
2019-06-27,"Brooklyn",6,6
2019-06-27,"Brooklyn",3,4
2019-06-27,"Brooklyn",6,6
2019-06-27,"Brooklyn",8,8
2019-06-27,"Brooklyn",5,5
2019-06-27,"Brooklyn",3,3
2019-06-27,"Brooklyn",6,7
2019-06-27,"Brooklyn",3,3
2019-06-27,"Brooklyn",5,5
2019-06-27,"Brooklyn",7,8
2019-06-27,"Brooklyn",4,4
2019-06-27,"Brooklyn",4,4
2019-06-27,"Brooklyn",6,6
2019-06-27,"Bronx",21,21
2019-06-27,"Bronx",20,21
2019-06-27,"Bronx",174,175
2019-06-27,"Manhattan",191,198
2019-06-27,"Brooklyn",0,7
2019-06-27,"Brooklyn",0,18
2019-06-27,"Brooklyn",0,3
2019-06-27,"Brooklyn",0,2
2019-06-27,"Brooklyn",0,2
2019-06-26,"Queens",93,183
2019-06-26,"Queens",71,144
2019-06-26,"Queens",57,115
2019-06-26,"Bronx",29,30
2019-06-26,"Bronx",87,102
2019-06-26,"Staten Island",0,1
2019-06-26,"Staten Island",1,1
2019-06-26,"Brooklyn",0,2
2019-06-25,"Bronx",177,178
2019-06-25,"Queens",162,163
2019-06-25,"Bronx",311,400
2019-06-25,"Bronx",0,31
2019-06-25,"Brooklyn",0,7
2019-06-25,"Staten Island",1,1
2019-06-25,"Queens",1,1
2019-06-25,"Staten Island",0,1
2019-06-24,"Brooklyn",10,50
2019-06-24,"Bronx",151,152
2019-06-24,"Brooklyn",6,6
2019-06-24,"Brooklyn",12,12
2019-06-21,"Bronx",108,109
2019-06-21,"Bronx",61,62
2019-06-21,"Brooklyn",2,2
2019-06-21,"Brooklyn",8,9
2019-06-21,"Brooklyn",6,6
2019-06-21,"Brooklyn",5,6
2019-06-21,"Brooklyn",6,6
2019-06-21,"Brooklyn",6,6
2019-06-21,"Brooklyn",9,10
2019-06-21,"Bronx",0,6
2019-06-21,"Staten Island",1,1
2019-06-20,"Brooklyn",22,23
2019-06-20,"Brooklyn",23,23
2019-06-20,"Brooklyn",16,16
2019-06-20,"Brooklyn",14,14
2019-06-20,"Brooklyn",13,14
2019-06-20,"Brooklyn",14,14
2019-06-20,"Brooklyn",12,12
2019-06-20,"Brooklyn",13,14
2019-06-20,"Brooklyn",16,16
2019-06-20,"Manhattan",29,29
2019-06-20,"Bronx",2,3
2019-06-20,"Bronx",2,2
2019-06-20,"Bronx",8,8
2019-06-20,"Bronx",8,8
2019-06-20,"Bronx",7,8
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",10,10
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",7,8
2019-06-20,"Bronx",7,8
2019-06-20,"Bronx",7,8
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",1,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",7,8
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",2,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",2,3
2019-06-20,"Bronx",2,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",2,3
2019-06-20,"Bronx",2,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",1,2
2019-06-20,"Bronx",2,2
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",2,2
2019-06-20,"Bronx",1,2
2019-06-20,"Bronx",0,2
2019-06-20,"Bronx",1,3
2019-06-20,"Bronx",2,3
2019-06-20,"Bronx",2,3
2019-06-20,"Bronx",2,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",8,8
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",1,3
2019-06-20,"Bronx",8,8
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",8,8
2019-06-20,"Bronx",8,8
2019-06-20,"Bronx",7,8
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",2,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",2,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",2,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",2,3
2019-06-20,"Bronx",9,9
2019-06-20,"Bronx",8,9
2019-06-20,"Bronx",9,9
2019-06-20,"Bronx",9,9
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",2,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",10,10
2019-06-20,"Bronx",10,10
2019-06-20,"Bronx",8,8
2019-06-20,"Bronx",8,8
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",2,2
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",8,8
2019-06-20,"Bronx",7,8
2019-06-20,"Bronx",2,2
2019-06-20,"Bronx",2,2
2019-06-20,"Bronx",3,3
2019-06-20,"Bronx",3,3
2019-06-20,"Brooklyn",1,1
2019-06-20,"Staten Island",1,1
2019-06-19,"Bronx",10,10
2019-06-19,"Bronx",15,15
2019-06-19,"Bronx",16,16
2019-06-19,"Brooklyn",0,25
2019-06-19,"Staten Island",1,1
2019-06-19,"Staten Island",0,1
2019-06-19,"Queens",0,1
2019-06-19,"Queens",2,2
2019-06-18,"Queens",0,18
2019-06-18,"Brooklyn",0,10
2019-06-17,"Bronx",47,48
2019-06-17,"Brooklyn",0,10
2019-06-17,"Brooklyn",0,8
2019-06-17,"Bronx",1,1
2019-06-14,"Manhattan",188,931
2019-06-14,"Brooklyn",2,7
2019-06-14,"Bronx",0,17
2019-06-14,"Queens",1,1
2019-06-14,"Brooklyn",2,2
2019-06-13,"Manhattan",6,6
2019-06-13,"Manhattan",11,24
2019-06-13,"Manhattan",4,16
2019-06-13,"Manhattan",3,9
2019-06-13,"Manhattan",6,9
